uniquename	name	refseq_id
FBtr0070647	CG15572-RA	REFSEQ:NM_131930
FBtr0070648	NO66-RB	REFSEQ:NM_131932
FBtr0070650	norpA-RB	REFSEQ:NM_167008
FBtr0070651	norpA-RA	REFSEQ:NM_080330
FBtr0070652	Pdpr-RA	REFSEQ:NM_131934
FBtr0070654	CG12693-RB	REFSEQ:NM_131933
FBtr0070655	mRpL33-RA	REFSEQ:NM_080242
FBtr0070656	mei-9-RA	REFSEQ:NM_080329
FBtr0070657	CG15579-RA	REFSEQ:NM_144258
FBtr0070658	CG12692-RB	REFSEQ:NM_131931
FBtr0070659	CG15578-RA	REFSEQ:NM_144257
FBtr0070660	CG15577-RA	REFSEQ:NM_144256
FBtr0070661	CG15576-RB	REFSEQ:NM_131928
FBtr0070663	Femcoat-RB	REFSEQ:NM_080328
FBtr0070664	CG15571-RA	REFSEQ:NM_131925
FBtr0070665	Fas2-RA	REFSEQ:NM_080327
FBtr0070666	Fas2-RB	REFSEQ:NM_167004
FBtr0070667	Fas2-RC	REFSEQ:NM_167005
FBtr0070668	Tip60-RA	REFSEQ:NM_131923
FBtr0070669	Nsun2-RA	REFSEQ:NM_143750
FBtr0070670	Xpac-RA	REFSEQ:NM_057518
FBtr0070671	Cmtr1-RA	REFSEQ:NM_131920
FBtr0070672	bi-RA	REFSEQ:NM_080331
FBtr0070674	CG3556-RA	REFSEQ:NM_131936
FBtr0070675	CHOp24-RA	REFSEQ:NM_131937
FBtr0070676	CG3568-RA	REFSEQ:NM_131938
FBtr0070677	CG15912-RA	REFSEQ:NM_131940
FBtr0070678	CG3527-RA	REFSEQ:NM_131942
FBtr0070679	CG3546-RA	REFSEQ:NM_131944
FBtr0070680	peb-RA	REFSEQ:NM_057326
FBtr0070681	pon-RA	REFSEQ:NM_080333
FBtr0070682	mRpL30-RA	REFSEQ:NM_080334
FBtr0070683	Cbp80-RA	REFSEQ:NM_167012
FBtr0070684	Cbp80-RB	REFSEQ:NM_080011
FBtr0070685	Pp2C1-RA	REFSEQ:NM_080335
FBtr0070686	fzr-RA	REFSEQ:NM_080113
FBtr0070687	fzr-RB	REFSEQ:NM_167013
FBtr0070688	CG3009-RA	REFSEQ:NM_131952
FBtr0070689	CG15473-RA	REFSEQ:NM_131951
FBtr0070690	Torsin-RA	REFSEQ:NM_131950
FBtr0070691	HLH4C-RA	REFSEQ:NM_057641
FBtr0070692	CG3062-RA	REFSEQ:NM_131949
FBtr0070693	CG3081-RA	REFSEQ:NM_131948
FBtr0070696	Alms1b-RA	REFSEQ:NM_131946
FBtr0070697	CG12684-RA	REFSEQ:NM_131945
FBtr0070698	CG11444-RA	REFSEQ:NM_131943
FBtr0070699	CG11436-RA	REFSEQ:NM_131941
FBtr0070701	Usf-RB	REFSEQ:NM_131939
FBtr0070702	rb-RA	REFSEQ:NM_080332
FBtr0070704	ctp-RB	REFSEQ:NM_167014
FBtr0070706	ctp-RA	REFSEQ:NM_080336
FBtr0070707	ctp-RC	REFSEQ:NM_167015
FBtr0070708	Pdha1-RA	REFSEQ:NM_131953
FBtr0070709	Pdha1-RD	REFSEQ:NM_167018
FBtr0070710	Pdha1-RB	REFSEQ:NM_167019
FBtr0070711	Pdha1-RC	REFSEQ:NM_167017
FBtr0070712	Pdha2-RA	REFSEQ:NM_131954
FBtr0070713	Proc-R-RB	REFSEQ:NM_167020
FBtr0070714	Proc-R-RA	REFSEQ:NM_131955
FBtr0070715	CG6978-RA	REFSEQ:NM_131960
FBtr0070716	CG12682-RA	REFSEQ:NM_131962
FBtr0070717	boil-RA	REFSEQ:NM_131963
FBtr0070721	CG6927-RA	REFSEQ:NM_131966
FBtr0070723	Hgsnat-RA	REFSEQ:NM_131970
FBtr0070724	Ptp4E-RA	REFSEQ:NM_080337
FBtr0070725	Ptp4E-RB	REFSEQ:NM_167024
FBtr0070731	CG2861-RA	REFSEQ:NM_131961
FBtr0070734	CG2871-RA	REFSEQ:NM_131958
FBtr0070735	Klf15-RA	REFSEQ:NM_131957
FBtr0070736	CG15472-RA	REFSEQ:NM_131956
FBtr0070738	ovo-RB	REFSEQ:NM_167026
FBtr0070739	ovo-RC	REFSEQ:NM_167027
FBtr0070740	ovo-RA	REFSEQ:NM_080338
FBtr0070741	Rpn13R-RA	REFSEQ:NM_131977
FBtr0070742	CG15465-RA	REFSEQ:NM_131978
FBtr0070748	snf-RA	REFSEQ:NM_078490
FBtr0070749	dhd-RA	REFSEQ:NM_078491
FBtr0070750	CG4198-RA	REFSEQ:NM_131985
FBtr0070751	Sas10-RA	REFSEQ:NM_131987
FBtr0070752	Rnp4F-RA	REFSEQ:NM_078492
FBtr0070753	Rnp4F-RB	REFSEQ:NM_206630
FBtr0070755	TrxT-RA	REFSEQ:NM_131984
FBtr0070756	Cdk7-RA	REFSEQ:NM_078489
FBtr0070757	CG17764-RA	REFSEQ:NM_131983
FBtr0070758	CG3323-RA	REFSEQ:NM_131982
FBtr0070759	CG5062-RA	REFSEQ:NM_131979
FBtr0070762	Mcm3-RA	REFSEQ:NM_078493
FBtr0070763	XRCC1-RA	REFSEQ:NM_131989
FBtr0070764	CanB-RA	REFSEQ:NM_080002
FBtr0070772	Usp16-45-RD	REFSEQ:NM_167037
FBtr0070773	Usp16-45-RA	REFSEQ:NM_131992
FBtr0070775	Usp16-45-RB	REFSEQ:NM_167035
FBtr0070776	CG16756-RA	REFSEQ:NM_131994
FBtr0070777	CG15784-RA	REFSEQ:NM_131995
FBtr0070778	SPR-RA	REFSEQ:NM_131997
FBtr0070779	CG4151-RA	REFSEQ:NM_131999
FBtr0070780	CG12730-RA	REFSEQ:NM_132000
FBtr0070781	Vsx1-RA	REFSEQ:NM_132004
FBtr0070782	Pop1-RA	REFSEQ:NM_132008
FBtr0070783	Mlc-c-RA	REFSEQ:NM_078494
FBtr0070784	RhoGAP5A-RB	REFSEQ:NM_132007
FBtr0070785	RhoGAP5A-RA	REFSEQ:NM_167040
FBtr0070791	CG32762-RA	REFSEQ:NM_167039
FBtr0070794	spoon-RA	REFSEQ:NM_131993
FBtr0070795	spoon-RC	REFSEQ:NM_167034
FBtr0070797	NAAT1-RA	REFSEQ:NM_131991
FBtr0070798	CG3309-RA	REFSEQ:NM_131988
FBtr0070799	CG4119-RA	REFSEQ:NM_132014
FBtr0070800	RpL35-RB	REFSEQ:NM_132015
FBtr0070801	RpL35-RA	REFSEQ:NM_167043
FBtr0070802	Gr5a-RA	REFSEQ:NM_078495
FBtr0070804	cv-RA	REFSEQ:NM_080525
FBtr0070806	CG15773-RA	REFSEQ:NM_132023
FBtr0070807	Rtel1-RA	REFSEQ:NM_132026
FBtr0070808	CG15772-RA	REFSEQ:NM_132027
FBtr0070809	CG15771-RA	REFSEQ:NM_132029
FBtr0070813	CG15767-RA	REFSEQ:NM_132036
FBtr0070814	CG12239-RA	REFSEQ:NM_132037
FBtr0070815	Cpr5C-RA	REFSEQ:NM_132038
FBtr0070816	Prosbeta2R1-RA	REFSEQ:NM_132039
FBtr0070817	CG15765-RA	REFSEQ:NM_132041
FBtr0070818	tRNA:Glu-CTC-6-1Psi-RA	REFSEQ:NR_002099
FBtr0070819	CG12729-RA	REFSEQ:NM_132043
FBtr0070820	CG15764-RA	REFSEQ:NM_132044
FBtr0070821	CG16721-RA	REFSEQ:NM_132047
FBtr0070822	Act5C-RA	REFSEQ:NM_167053
FBtr0070823	Act5C-RB	REFSEQ:NM_078497
FBtr0070824	CG4020-RA	REFSEQ:NM_132048
FBtr0070825	CG12236-RA	REFSEQ:NM_167054
FBtr0070826	CG12236-RB	REFSEQ:NM_132049
FBtr0070827	Shmt-RA	REFSEQ:NM_132050
FBtr0070828	Usp30-RA	REFSEQ:NM_132046
FBtr0070829	mof-RA	REFSEQ:NM_078496
FBtr0070830	GAA1-RA	REFSEQ:NM_132045
FBtr0070832	AgmNAT-RA	REFSEQ:NM_132040
FBtr0070833	CG3108-RA	REFSEQ:NM_132034
FBtr0070836	CG3097-RA	REFSEQ:NM_132031
FBtr0070837	MAPk-Ak2-RB	REFSEQ:NM_080030
FBtr0070839	MAPk-Ak2-RD	REFSEQ:NM_176688
FBtr0070840	lin-52-RA	REFSEQ:NM_132028
FBtr0070841	IntS6-RA	REFSEQ:NM_132025
FBtr0070842	IntS6-RB	REFSEQ:NM_167047
FBtr0070843	Snx27-RA	REFSEQ:NM_167045
FBtr0070844	CG33080-RA	REFSEQ:NM_176685
FBtr0070845	CG33080-RB	REFSEQ:NM_176686
FBtr0070846	CG3149-RA	REFSEQ:NM_132018
FBtr0070847	PGAP1-RA	REFSEQ:NM_132017
FBtr0070848	Tre1-RA	REFSEQ:NM_080053
FBtr0070849	Rab18-RA	REFSEQ:NM_080005
FBtr0070850	Sirt4-RA	REFSEQ:NM_167041
FBtr0070851	Sirt4-RB	REFSEQ:NM_167042
FBtr0070852	Sirt4-RC	REFSEQ:NM_132013
FBtr0070858	CG3726-RA	REFSEQ:NM_132051
FBtr0070859	CG12728-RA	REFSEQ:NM_132052
FBtr0070860	CG32756-RA	REFSEQ:NM_167055
FBtr0070861	CG6041-RA	REFSEQ:NM_132053
FBtr0070862	CG32755-RA	REFSEQ:NM_167056
FBtr0070863	CG6048-RA	REFSEQ:NM_132054
FBtr0070864	CG6067-RA	REFSEQ:NM_132055
FBtr0070865	Grip-RA	REFSEQ:NM_132057
FBtr0070866	CG5966-RA	REFSEQ:NM_132058
FBtr0070867	MCTS1-RA	REFSEQ:NM_132060
FBtr0070871	CG5928-RA	REFSEQ:NM_132063
FBtr0070872	Nep1-RB	REFSEQ:NM_167059
FBtr0070873	Nep1-RA	REFSEQ:NM_078501
FBtr0070874	Efr-RA	REFSEQ:NM_132071
FBtr0070875	Efr-RB	REFSEQ:NM_167062
FBtr0070877	sqh-RA	REFSEQ:NM_078502
FBtr0070878	Btnd-RA	REFSEQ:NM_132070
FBtr0070879	vanin-like-RA	REFSEQ:NM_132069
FBtr0070880	CG32751-RA	REFSEQ:NM_167061
FBtr0070881	CG32750-RA	REFSEQ:NM_167060
FBtr0070884	Mipp2-RA	REFSEQ:NM_078500
FBtr0070886	CG4660-RA	REFSEQ:NM_132065
FBtr0070887	CG4666-RA	REFSEQ:NM_132064
FBtr0070888	Tsp5D-RA	REFSEQ:NM_078499
FBtr0070889	rux-RA	REFSEQ:NM_078498
FBtr0070890	mab-21-RA	REFSEQ:NM_143714
FBtr0070891	CG4766-RA	REFSEQ:NM_132059
FBtr0070892	fs(1)M3-RA	REFSEQ:NM_132056
FBtr0070893	CG14445-RA	REFSEQ:NM_132073
FBtr0070894	Spx-RA	REFSEQ:NM_078503
FBtr0070895	Josd-RA	REFSEQ:NM_132075
FBtr0070896	Spt6-RA	REFSEQ:NM_143705
FBtr0070897	wuho-RA	REFSEQ:NM_132079
FBtr0070898	mldr-RA	REFSEQ:NM_132081
FBtr0070899	CG3815-RA	REFSEQ:NM_132083
FBtr0070900	CG3823-RA	REFSEQ:NM_132085
FBtr0070901	CG15894-RA	REFSEQ:NM_132086
FBtr0070903	CG3842-RA	REFSEQ:NM_132088
FBtr0070904	CG3842-RB	REFSEQ:NM_206633
FBtr0070905	CG3847-RA	REFSEQ:NM_132089
FBtr0070906	Cs1-RB	REFSEQ:NM_167072
FBtr0070907	Cs1-RA	REFSEQ:NM_132091
FBtr0070909	Marf-RB	REFSEQ:NM_206635
FBtr0070910	Marf-RC	REFSEQ:NM_206634
FBtr0070912	CG3918-RA	REFSEQ:NM_132095
FBtr0070913	Agxt-RA	REFSEQ:NM_078507
FBtr0070914	dx-RA	REFSEQ:NM_078509
FBtr0070915	RpL7A-RA	REFSEQ:NM_167073
FBtr0070916	RpL7A-RD	REFSEQ:NM_078508
FBtr0070918	CG3342-RA	REFSEQ:NM_132096
FBtr0070921	PpV-RA	REFSEQ:NM_078506
FBtr0070922	swa-RA	REFSEQ:NM_078505
FBtr0070923	swaPsi-RA	REFSEQ:NR_001305
FBtr0070924	ND-B16.6-RA	REFSEQ:NM_132090
FBtr0070925	CG12219-RA	REFSEQ:NM_132084
FBtr0070926	CG15892-RA	REFSEQ:NM_001031870
FBtr0070930	Top3beta-RA	REFSEQ:NM_078504
FBtr0070932	CR32745-RB	REFSEQ:NR_003727
FBtr0070933	Ubi-p5E-RA	REFSEQ:NM_167065
FBtr0070937	schlank-RA	REFSEQ:NM_167063
FBtr0070938	schlank-RB	REFSEQ:NM_144269
FBtr0070943	CG17717-RB	REFSEQ:NM_167078
FBtr0070944	CG17717-RA	REFSEQ:NM_132099
FBtr0070945	Pat1-RA	REFSEQ:NM_132100
FBtr0070946	APC7-RA	REFSEQ:NM_132101
FBtr0070947	APC7-RB	REFSEQ:NM_167079
FBtr0070948	pigs-RA	REFSEQ:NM_132103
FBtr0070950	Cdc7-RA	REFSEQ:NM_167080
FBtr0070951	Ctr1A-RA	REFSEQ:NM_132108
FBtr0070952	Mcm6-RA	REFSEQ:NM_078510
FBtr0070953	Fum1-RA	REFSEQ:NM_132111
FBtr0070954	Fum1-RB	REFSEQ:NM_167081
FBtr0070955	Fum2-RA	REFSEQ:NM_167082
FBtr0070956	Pink1-RA	REFSEQ:NM_132112
FBtr0070957	Pink1-RB	REFSEQ:NM_167083
FBtr0070959	CG14441-RA	REFSEQ:NM_132116
FBtr0070960	CG14439-RA	REFSEQ:NM_132119
FBtr0070961	sov-RA	REFSEQ:NM_132120
FBtr0070962	sov-RB	REFSEQ:NM_167090
FBtr0070963	Coq7-RA	REFSEQ:NM_143710
FBtr0070964	pod1-RA	REFSEQ:NM_167091
FBtr0070965	pod1-RB	REFSEQ:NM_167092
FBtr0070966	pod1-RC	REFSEQ:NM_167093
FBtr0070967	pod1-RD	REFSEQ:NM_132124
FBtr0070968	pod1-RE	REFSEQ:NM_167094
FBtr0070969	iav-RA	REFSEQ:NM_132125
FBtr0070970	xit-RA	REFSEQ:NM_132127
FBtr0070972	nonC-RA	REFSEQ:NM_167095
FBtr0070973	mAChR-C-RA	REFSEQ:NM_132130
FBtr0070974	Nf-YC-RA	REFSEQ:NM_132126
FBtr0070978	shf-RA	REFSEQ:NM_132121
FBtr0070980	RpL17-RB	REFSEQ:NM_167088
FBtr0070981	RpL17-RC	REFSEQ:NM_167089
FBtr0070982	RpL17-RD	REFSEQ:NM_132118
FBtr0070983	RpL17-RA	REFSEQ:NM_167087
FBtr0070984	CG3168-RC	REFSEQ:NM_167086
FBtr0070985	CG3168-RA	REFSEQ:NM_132117
FBtr0070986	CG3168-RB	REFSEQ:NM_167085
FBtr0070987	CG14440-RA	REFSEQ:NM_132115
FBtr0070988	CG14442-RA	REFSEQ:NM_132114
FBtr0070989	CG3184-RA	REFSEQ:NM_132113
FBtr0070990	ND-ASHI-RA	REFSEQ:NM_132110
FBtr0070991	CG3198-RA	REFSEQ:NM_132109
FBtr0070992	CG3224-RA	REFSEQ:NM_132107
FBtr0070993	CG3226-RA	REFSEQ:NM_132104
FBtr0070994	Tmf-RA	REFSEQ:NM_132132
FBtr0070995	CG4558-RA	REFSEQ:NM_132134
FBtr0071001	CR32733-RA	REFSEQ:NM_167099
FBtr0071003	CG4586-RA	REFSEQ:NM_132143
FBtr0071004	bou-RA	REFSEQ:NM_132145
FBtr0071005	Inx2-RA	REFSEQ:NM_132147
FBtr0071006	Inx2-RB	REFSEQ:NM_167104
FBtr0071007	sloth1-RA	REFSEQ:NM_167106
FBtr0071008	sloth1-RB	REFSEQ:NM_167107
FBtr0071009	CG4593-RA	REFSEQ:NM_132149
FBtr0071010	CG14427-RA	REFSEQ:NM_132151
FBtr0071013	CG4607-RA	REFSEQ:NM_132152
FBtr0071014	CG4607-RB	REFSEQ:NM_167109
FBtr0071015	CG8300-RA	REFSEQ:NM_132156
FBtr0071016	lncRNA:CR32730-RA	REFSEQ:NR_002102
FBtr0071017	fz4-RB	REFSEQ:NM_167119
FBtr0071018	fz4-RA	REFSEQ:NM_078513
FBtr0071019	CG4617-RA	REFSEQ:NM_132155
FBtr0071020	CG4615-RA	REFSEQ:NM_132154
FBtr0071032	CG3032-RA	REFSEQ:NM_132148
FBtr0071033	cm-RA	REFSEQ:NM_176700
FBtr0071035	Inx7-RA	REFSEQ:NM_176699
FBtr0071036	ogre-RA	REFSEQ:NM_080085
FBtr0071037	ogre-RB	REFSEQ:NM_167101
FBtr0071038	CG3040-RA	REFSEQ:NM_132144
FBtr0071039	Setd3-RA	REFSEQ:NM_167100
FBtr0071040	CG14434-RA	REFSEQ:NM_132135
FBtr0071041	Cht11-RA	REFSEQ:NM_132133
FBtr0071042	detr-RA	REFSEQ:NM_132131
FBtr0071046	CG1958-RA	REFSEQ:NM_132158
FBtr0071047	CG2059-RA	REFSEQ:NM_132160
FBtr0071048	brk-RA	REFSEQ:NM_078514
FBtr0071049	Dok-RA	REFSEQ:NM_132163
FBtr0071051	Acsf3-RB	REFSEQ:NM_206637
FBtr0071052	CBP-RA	REFSEQ:NM_078515
FBtr0071053	CBP-RB	REFSEQ:NM_206638
FBtr0071054	CG1999-RA	REFSEQ:NM_132166
FBtr0071055	CheA7a-RA	REFSEQ:NM_132167
FBtr0071056	CG32727-RA	REFSEQ:NM_167126
FBtr0071057	rumpel-RA	REFSEQ:NM_132169
FBtr0071058	CG11368-RA	REFSEQ:NM_144274
FBtr0071059	CG32726-RA	REFSEQ:NM_167127
FBtr0071060	CG15036-RA	REFSEQ:NM_144273
FBtr0071063	CG15035-RA	REFSEQ:NM_132168
FBtr0071064	CG15034-RA	REFSEQ:NM_132165
FBtr0071065	Atg5-RA	REFSEQ:NM_132162
FBtr0071066	unc-119-RA	REFSEQ:NM_132161
FBtr0071067	CG11369-RA	REFSEQ:NM_132170
FBtr0071068	ct-RA	REFSEQ:NM_080025
FBtr0071070	Hira-RA	REFSEQ:NM_132173
FBtr0071071	CG12155-RA	REFSEQ:NM_132175
FBtr0071072	Rab39-RA	REFSEQ:NM_132177
FBtr0071073	Tom40-RA	REFSEQ:NM_143746
FBtr0071074	Tom40-RB	REFSEQ:NM_206640
FBtr0071075	Ir7a-RA	REFSEQ:NM_132178
FBtr0071076	Pdp-RA	REFSEQ:NM_132176
FBtr0071077	NELF-B-RA	REFSEQ:NM_132174
FBtr0071078	CG15478-RA	REFSEQ:NM_132172
FBtr0071079	CHES-1-like-RA	REFSEQ:NM_078516
FBtr0071081	CG12689-RA	REFSEQ:NM_132171
FBtr0071083	CG32719-RA	REFSEQ:NM_167128
FBtr0071087	Ir7c-RA	REFSEQ:NM_132183
FBtr0071089	p115-RA	REFSEQ:NM_132189
FBtr0071090	bys-RA	REFSEQ:NM_078519
FBtr0071091	spidey-RA	REFSEQ:NM_132192
FBtr0071092	snz-RA	REFSEQ:NM_132193
FBtr0071093	Ykt6-RA	REFSEQ:NM_132195
FBtr0071094	RpS14a-RB	REFSEQ:NM_080145
FBtr0071095	RpS14a-RA	REFSEQ:NM_167137
FBtr0071096	RpS14b-RA	REFSEQ:NM_080427
FBtr0071099	CG15330-RA	REFSEQ:NM_132202
FBtr0071101	sn-RA	REFSEQ:NM_167142
FBtr0071102	sn-RB	REFSEQ:NM_167143
FBtr0071105	mys-RA	REFSEQ:NM_080054
FBtr0071106	CG1571-RA	REFSEQ:NM_132207
FBtr0071107	Gclc-RA	REFSEQ:NM_080266
FBtr0071108	Gclc-RB	REFSEQ:NM_206650
FBtr0071109	CG2258-RA	REFSEQ:NM_132211
FBtr0071110	CG2258-RB	REFSEQ:NM_206649
FBtr0071111	CG2258-RC	REFSEQ:NM_206648
FBtr0071112	UbcE2H-RA	REFSEQ:NM_167145
FBtr0071113	UbcE2H-RC	REFSEQ:NM_167146
FBtr0071114	UbcE2H-RB	REFSEQ:NM_132210
FBtr0071116	Ldsdh1-RA	REFSEQ:NM_132208
FBtr0071117	Upf2-RA	REFSEQ:NM_132206
FBtr0071118	fs(1)h-RA	REFSEQ:NM_167144
FBtr0071119	fs(1)h-RB	REFSEQ:NM_078523
FBtr0071120	fs(1)h-RC	REFSEQ:NM_206647
FBtr0071121	fs(1)h-RD	REFSEQ:NM_206646
FBtr0071122	fs(1)h-RE	REFSEQ:NM_206645
FBtr0071123	CG2233-RA	REFSEQ:NM_132205
FBtr0071124	CG15333-RA	REFSEQ:NM_132203
FBtr0071125	sws-RA	REFSEQ:NM_078520
FBtr0071126	sws-RB	REFSEQ:NM_167141
FBtr0071127	CG15332-RA	REFSEQ:NM_132201
FBtr0071129	orion-RA	REFSEQ:NM_132199
FBtr0071130	orion-RB	REFSEQ:NM_206643
FBtr0071131	Dhdds-RA	REFSEQ:NM_132197
FBtr0071132	mahe-RB	REFSEQ:NM_132196
FBtr0071133	hdm-RA	REFSEQ:NM_132194
FBtr0071134	dpr14-RA	REFSEQ:NM_132191
FBtr0071135	RpS6-RB	REFSEQ:NM_078518
FBtr0071136	RpS6-RA	REFSEQ:NM_167136
FBtr0071140	ND-MNLL-RA	REFSEQ:NM_132188
FBtr0071141	ND-MNLL-RB	REFSEQ:NM_167134
FBtr0071142	Nek2-RA	REFSEQ:NM_132187
FBtr0071143	Acat1-RA	REFSEQ:NM_132186
FBtr0071145	dec-RA	REFSEQ:NM_078517
FBtr0071146	dec-RB	REFSEQ:NM_167132
FBtr0071147	dec-RC	REFSEQ:NM_167133
FBtr0071150	CG10920-RA	REFSEQ:NM_132180
FBtr0071151	CG1575-RA	REFSEQ:NM_132212
FBtr0071152	CG2116-RA	REFSEQ:NM_132216
FBtr0071153	CG10958-RA	REFSEQ:NM_132217
FBtr0071155	CG2129-RA	REFSEQ:NM_132221
FBtr0071157	CG10959-RA	REFSEQ:NM_132223
FBtr0071158	Imzf-RA	REFSEQ:NM_132225
FBtr0071160	CG15337-RA	REFSEQ:NM_132227
FBtr0071166	CG2147-RA	REFSEQ:NM_132237
FBtr0071167	Trxr1-RA	REFSEQ:NM_078527
FBtr0071168	Trxr1-RB	REFSEQ:NM_167149
FBtr0071169	Trxr1-RC	REFSEQ:NM_167150
FBtr0071170	CG1632-RA	REFSEQ:NM_132239
FBtr0071171	CG1636-RA	REFSEQ:NM_132242
FBtr0071173	CG1387-RA	REFSEQ:NM_132245
FBtr0071174	CG10555-RA	REFSEQ:NM_132246
FBtr0071175	PIG-T-RA	REFSEQ:NM_132247
FBtr0071178	CG15343-RA	REFSEQ:NM_132241
FBtr0071179	Corp-RA	REFSEQ:NM_132240
FBtr0071180	ND-75-RA	REFSEQ:NM_078528
FBtr0071181	ND-75-RB	REFSEQ:NM_167152
FBtr0071183	sni-RA	REFSEQ:NM_132238
FBtr0071184	slpr-RA	REFSEQ:NM_132230
FBtr0071185	CG2278-RA	REFSEQ:NM_132229
FBtr0071186	Or7a-RA	REFSEQ:NM_078526
FBtr0071187	CG10761-RA	REFSEQ:NM_132228
FBtr0071188	Traf6-RA	REFSEQ:NM_078525
FBtr0071189	Gbeta5-RA	REFSEQ:NM_132224
FBtr0071190	alpha-PheRS-RA	REFSEQ:NM_132220
FBtr0071191	CG17982-RA	REFSEQ:NM_132219
FBtr0071192	Smox-RA	REFSEQ:NM_078524
FBtr0071193	cyr-RB	REFSEQ:NM_132214
FBtr0071194	CG2260-RA	REFSEQ:NM_132213
FBtr0071197	CG1440-RA	REFSEQ:NM_132249
FBtr0071198	Es2-RA	REFSEQ:NM_132252
FBtr0071201	Cp7Fb-RA	REFSEQ:NM_132256
FBtr0071202	Cp7Fc-RA	REFSEQ:NM_132257
FBtr0071203	Cp36-RA	REFSEQ:NM_078532
FBtr0071204	Cp38-RA	REFSEQ:NM_078533
FBtr0071207	Nrg-RA	REFSEQ:NM_078535
FBtr0071208	Nrg-RB	REFSEQ:NM_167160
FBtr0071209	Nrg-RC	REFSEQ:NM_206657
FBtr0071212	Trf4-1-RC	REFSEQ:NM_206659
FBtr0071213	Trf4-1-RE	REFSEQ:NM_206658
FBtr0071214	CG12065-RA	REFSEQ:NM_132265
FBtr0071215	CG12065-RB	REFSEQ:NM_167162
FBtr0071216	CG12065-RC	REFSEQ:NM_206662
FBtr0071217	CG12065-RD	REFSEQ:NM_206661
FBtr0071218	CG12081-RA	REFSEQ:NM_132266
FBtr0071219	Crag-RA	REFSEQ:NM_080341
FBtr0071220	Crag-RB	REFSEQ:NM_167164
FBtr0071221	Rubicon-RA	REFSEQ:NM_132268
FBtr0071222	CAH3-RA	REFSEQ:NM_132269
FBtr0071223	Ogg1-RA	REFSEQ:NM_132271
FBtr0071224	CG11294-RA	REFSEQ:NM_132272
FBtr0071225	Ppt1-RA	REFSEQ:NM_167166
FBtr0071228	Caf1-180-RB	REFSEQ:NM_132267
FBtr0071230	spirit-RB	REFSEQ:NM_167161
FBtr0071231	spirit-RA	REFSEQ:NM_132264
FBtr0071232	CG12111-RA	REFSEQ:NM_132263
FBtr0071233	CG12112-RA	REFSEQ:NM_132261
FBtr0071234	IntS4-RA	REFSEQ:NM_132260
FBtr0071235	PIP82-RA	REFSEQ:NM_132259
FBtr0071236	otu-RA	REFSEQ:NM_167158
FBtr0071237	otu-RB	REFSEQ:NM_078534
FBtr0071238	otu-RC	REFSEQ:NM_206656
FBtr0071239	CG33223-RA	REFSEQ:NM_206655
FBtr0071240	CG12116-RA	REFSEQ:NM_132253
FBtr0071241	Sptr-RA	REFSEQ:NM_167157
FBtr0071242	CG15347-RA	REFSEQ:NM_132251
FBtr0071243	CG32713-RA	REFSEQ:NM_167156
FBtr0071244	org-1-RA	REFSEQ:NM_078530
FBtr0071245	CG12123-RA	REFSEQ:NM_132250
FBtr0071246	Miga-RA	REFSEQ:NM_132248
FBtr0071248	lawc-RA	REFSEQ:NM_167153
FBtr0071249	Hexo2-RA	REFSEQ:NM_080342
FBtr0071250	CG1785-RA	REFSEQ:NM_132274
FBtr0071251	CG1789-RA	REFSEQ:NM_132276
FBtr0071253	CG12075-RA	REFSEQ:NM_132278
FBtr0071254	CG12075-RB	REFSEQ:NM_206663
FBtr0071255	Rbm13-RA	REFSEQ:NM_132280
FBtr0071263	CG10962-RB	REFSEQ:NM_176714
FBtr0071264	CG12662-RA	REFSEQ:NM_132285
FBtr0071265	CG12661-RA	REFSEQ:NM_132283
FBtr0071266	e(r)-RA	REFSEQ:NM_079923
FBtr0071267	e(r)-RB	REFSEQ:NM_167171
FBtr0071268	Uros1-RA	REFSEQ:NM_132279
FBtr0071269	Moe-RD	REFSEQ:NM_080343
FBtr0071270	Moe-RB	REFSEQ:NM_167168
FBtr0071271	Moe-RA	REFSEQ:NM_167169
FBtr0071272	Moe-RC	REFSEQ:NM_167170
FBtr0071273	Moe-RE	REFSEQ:NM_206669
FBtr0071274	Moe-RF	REFSEQ:NM_206668
FBtr0071275	Moe-RG	REFSEQ:NM_206667
FBtr0071276	Moe-RH	REFSEQ:NM_206666
FBtr0071277	Moe-RI	REFSEQ:NM_206665
FBtr0071278	Moe-RJ	REFSEQ:NM_206664
FBtr0071279	Lim1-RA	REFSEQ:NM_132277
FBtr0071280	l(1)G0020-RA	REFSEQ:NM_132275
FBtr0071281	CG2004-RA	REFSEQ:NM_132273
FBtr0071284	HP1b-RA	REFSEQ:NM_132293
FBtr0071285	APC4-RA	REFSEQ:NM_132294
FBtr0071286	CG32708-RA	REFSEQ:NM_167174
FBtr0071287	CG32706-RA	REFSEQ:NM_167175
FBtr0071288	CG6999-RA	REFSEQ:NM_132295
FBtr0071289	CCT2-RA	REFSEQ:NM_132296
FBtr0071293	Arfrp1-RA	REFSEQ:NM_132298
FBtr0071294	AP-1gamma-RB	REFSEQ:NM_167178
FBtr0071295	AP-1gamma-RA	REFSEQ:NM_132299
FBtr0071296	AP-1gamma-RD	REFSEQ:NM_176718
FBtr0071297	AP-1gamma-RC	REFSEQ:NM_176717
FBtr0071298	AP-1gamma-RE	REFSEQ:NM_206671
