tx_name,gene_id,nexon,tx_len,utr5_len,utr3_len
NM_001273153,33736,2,926,125,390
NM_001014469,33739,7,2694,178,350
NM_001014467,33739,6,2698,178,447
NM_078756,33739,7,2791,178,447
NM_001273155,33739,5,2291,212,447
NM_164627,33739,6,2384,212,447
NM_001201761,33739,4,2017,207,337
NM_001014468,33739,5,2262,207,447
NM_164625,33739,6,2355,207,447
NM_001298682,33739,6,1948,57,103
NM_164626,33739,7,2041,57,103
NM_001273154,33739,7,1983,57,141
NM_001298683,33739,6,1890,57,141
NR_047892,12798561,1,115,0,0
NM_001201762,44783,4,705,126,300
NM_080042,44783,4,511,83,149
NM_164628,44783,3,583,155,149
NM_001273156,33742,1,1935,130,719
NM_135063,33742,1,1428,94,248
NM_135064,33743,5,1625,424,229
NM_001273157,33743,5,2174,280,910
NM_001273158,33743,5,2162,280,721
NM_001201768,3771968,29,36339,297,42
NM_001273159,3771968,29,24228,297,42
NM_001273160,3771968,27,36093,297,42
NM_001201767,3771968,28,37904,297,1646
NM_001201765,3771968,27,39318,634,1646
NM_001273161,3771968,26,39207,634,1646
NM_001201763,3771968,18,25760,332,279
NM_001169414,3771968,7,2610,1107,279
NM_001201764,3771968,6,30030,843,366
NM_001273162,3771968,16,20943,843,42
NM_001201766,3771968,16,43112,843,1646
NR_003754,5740157,1,145,0,0
NR_002509,3772483,1,46,0,0
NR_002510,3771829,1,63,0,0
NR_003755,5740871,1,140,0,0
NR_002511,3772042,1,157,0,0
NM_135067,33748,6,1673,41,126
NM_135068,33749,6,1617,42,66
NM_001298691,33752,3,688,158,98
NM_001298690,33752,3,1107,559,98
NM_135071,33752,3,645,97,98
NR_124080,19835493,2,900,0,0
NR_124079,19835493,1,1051,0,0
NM_135072,33754,5,1666,33,103
NM_135073,33755,5,1709,40,133
NM_135074,33756,5,1606,48,28
NM_001298692,33758,3,3998,495,203
NM_135075,33758,3,3810,307,203
NM_001298693,33758,3,4091,307,484
NR_124083,19834726,1,514,0,0
NM_001298694,33759,3,3890,781,1276
NM_164639,33759,3,3058,320,905
NM_001144320,33759,3,3455,375,890
NM_057843,33759,3,3841,375,1276
NM_001298695,33759,3,4068,375,1503
NR_124085,19835997,2,267,0,0
NM_080526,46040,3,396,64,98
NM_001258957,46040,3,460,64,162
NM_001258956,46040,3,398,66,98
NM_001258958,33764,2,511,33,82
NM_078758,33764,2,552,33,123
NM_001258962,33768,16,6200,658,343
NM_001103619,33768,16,6560,658,721
NM_001316380,33768,17,6647,658,721
NM_078759,33768,17,6665,658,721
NM_205912,33768,16,6587,658,721
NR_124088,19835606,1,1082,0,0
NM_135082,33769,6,2617,600,34
NM_001298698,33769,6,2926,247,699
NR_073723,14462703,1,763,0,0
NR_073724,14462704,1,701,0,0
NM_001273167,33770,4,2139,279,117
NM_135083,33770,4,2920,279,898
NR_124090,19835419,1,287,0,0
NM_001273168,33771,1,1213,105,76
NM_135084,33771,1,1213,105,127
NM_001273169,43938,4,689,215,93
NM_001273170,43938,4,674,200,93
NM_135086,43938,3,615,141,93
NM_135088,33775,1,1671,271,86
NM_001298699,33775,1,1512,112,86
NM_001169416,33778,7,3960,44,112
NM_135091,33778,7,4049,44,201
NM_164644,33776,1,898,118,54
NM_164645,319025,2,2487,130,518
NM_001298700,33782,4,3191,188,1134
NM_057268,33782,4,3129,126,1134
NM_001258964,33782,4,3504,501,1134
NM_001258963,33782,3,3235,232,1134
NM_001258965,33783,7,1206,207,177
NM_001258967,33783,5,1586,248,537
NM_001258968,33783,5,1388,217,349
NM_001258966,33783,5,1156,217,120
NM_001273172,33783,7,1299,217,260
NM_135094,33783,6,1216,217,177
NM_001258969,33783,5,1413,474,120
NM_164649,33783,5,1529,525,182
NM_135096,33785,1,919,208,108
NM_135098,33787,2,1179,81,381
NM_078760,33788,12,3253,232,297
NM_078761,33789,13,2949,109,98
NR_001620,3772678,1,148,0,0
NM_135101,33792,1,1804,106,237
NR_124093,19835033,1,432,0,0
NR_047896,12798563,1,97,0,0
NR_047898,12798564,1,93,0,0
NR_047900,12798565,1,89,0,0
NR_047902,12798566,1,92,0,0
NR_047904,12798567,1,87,0,0
NR_047906,12798568,1,100,0,0
NM_135104,33796,3,2093,203,159
NM_164654,33796,3,2162,272,159
NM_164655,33796,2,2029,139,159
NM_001258970,33797,2,589,150,73
NM_135105,33797,2,585,116,73
NM_001298704,33797,1,918,203,349
NR_124097,19834778,2,1154,0,0
NM_001298706,33798,4,1739,378,95
NM_135106,33798,4,1613,58,238
NM_001298705,33798,4,1482,148,95
NM_001201773,33798,4,1540,137,95
NR_124100,19835444,1,749,0,0
NM_001038789,3885619,5,1090,259,0
NM_079986,44238,3,2627,85,22
NM_001298707,44238,3,2780,85,175
NM_135112,33805,4,1800,564,237
NM_001273174,33805,4,4173,564,2610
NM_135111,33804,1,1805,120,341
NR_073726,14462706,2,1388,0,0
NR_124101,14462706,2,1712,0,0
NM_164662,319023,1,863,89,126
NM_135116,33809,2,1752,185,187
NM_001298708,33810,6,2414,84,2072
NM_135117,33810,6,2409,84,69
NM_001298709,33810,6,2545,84,205
NR_124102,19835840,1,515,0,0
NR_124103,19834886,1,484,0,0
NM_001258971,12798569,2,296,19,25
NM_001273179,33812,10,3637,1293,364
NM_001298712,33812,9,3601,1293,313
NM_001103622,33812,10,2826,503,313
NM_135118,33812,9,2811,503,313
NM_001298714,19836004,3,493,41,26
NM_001298715,12798570,3,477,220,92
NM_001258972,12798570,2,464,241,58
NM_001298716,33815,2,561,18,174
NM_135122,33815,2,543,18,174
NR_124106,19835489,1,336,0,0
NM_135124,33819,18,12155,151,1534
NM_057792,33823,5,3042,255,711
NM_001273180,33823,5,3537,255,1206
NR_124108,19835385,1,218,0,0
NR_124109,19836040,1,590,0,0
NR_124110,19836040,1,339,0,0
NM_001273182,33824,6,1801,467,281
NM_001273183,33824,7,2503,467,953
NM_001273184,33824,7,2078,467,549
NM_057219,33824,6,1734,145,536
NM_057217,33824,7,1651,145,423
NM_057218,33824,7,1631,145,424
NM_001273185,33825,10,4425,234,234
NM_135127,33825,9,4356,234,234
NM_057436,33827,1,625,62,56
NM_001298719,33827,1,636,62,67
NM_135132,33832,1,1196,117,71
NM_164666,33833,1,793,43,81
NM_001258975,33833,2,1088,43,358
NM_135133,33833,2,1098,43,41
NM_057247,33835,6,1553,70,271
NM_164668,33835,5,1691,70,409
NM_001258978,33835,5,2021,70,739
NM_164670,33835,6,1960,457,291
NM_164669,33835,5,1847,226,409
NM_001273188,33835,6,1939,226,501
NM_057246,33836,2,1784,147,671
NM_001273189,33836,2,1656,676,671
NM_001103623,33838,6,3030,84,2001
NM_001258982,33838,5,2919,84,2001
NM_001273190,33838,5,2913,84,2001
NR_073730,14462709,4,1832,0,0
NM_135136,33842,2,832,15,46
NM_001298723,318867,5,2842,86,56
NM_164674,318867,5,2938,86,152
NM_164678,33849,6,1700,719,90
NM_135140,33849,5,1612,631,90
NM_001144323,33849,4,1213,196,126
NM_001298727,33850,4,1871,183,224
NM_135141,33850,4,1832,144,224
NM_164679,33850,4,1978,290,224
NM_001298726,33850,4,2227,144,619
NM_135142,33851,5,3379,582,1159
NM_001103626,5740541,2,376,34,111
NM_001298729,33853,2,589,34,63
NM_135144,33853,2,631,34,105
NM_001298730,33855,4,1315,66,73
NM_001298731,33855,4,1361,112,73
NM_135146,33855,4,1377,128,73
NM_164680,33855,3,1440,191,73
NM_135148,33857,3,595,142,72
NM_001298732,33857,3,575,122,72
NM_078766,33859,5,1570,240,499
NM_001298734,33859,5,1491,161,499
NM_001169423,33859,4,1324,243,250
NR_047911,12798573,2,1239,0,0
NR_124112,19835663,2,308,0,0
NM_058119,33861,4,4473,1155,942
NM_001298735,19834937,4,4168,157,3759
NM_058118,33861,4,4168,688,942
NM_001273193,33863,9,2395,651,835
NM_164682,33863,7,1859,250,835
NM_164684,33863,6,2067,479,835
NM_164683,33863,7,2977,479,1589
NM_164685,326149,2,1950,185,91
NM_001258983,33863,6,2872,137,1589
NM_135152,33864,2,712,117,88
NM_135155,33867,4,1290,164,112
NM_135156,33868,1,5629,167,158
NM_144295,50424,2,1670,79,175
NM_135157,33869,2,855,132,315
NM_001103627,5740323,13,3869,599,951
NM_001273195,5740323,13,5506,599,2588
NM_164688,5740323,13,5506,599,2087
NM_080269,53584,2,1740,31,95
NR_124115,19834998,1,354,0,0
NM_001169424,3346209,7,1690,274,273
NM_001014474,3346209,17,4360,274,921
NM_001298737,3346209,17,4770,274,1331
NM_135161,33874,1,857,17,189
NM_001298738,33874,1,964,17,296
NM_135166,33879,1,657,48,306
NM_001144325,33881,8,5912,447,755
NM_001144326,33881,7,5471,447,755
NM_135168,33881,8,6067,447,898
NM_001273197,33881,8,6823,322,1791
NM_057810,33883,7,2739,306,393
NM_001273200,33883,7,2679,246,393
NM_001273199,33883,7,2581,148,393
NM_164689,33883,5,2157,111,393
NM_135173,33887,4,1515,0,0
NR_124118,19835764,2,926,0,0
NM_135175,33889,1,2309,259,91
NM_135176,33890,3,4117,475,120
NM_001298739,33890,2,3704,62,120
NM_135178,33892,1,2154,32,67
NM_001298740,33895,3,1726,389,347
NM_135181,33895,3,2643,389,1264
NM_135182,33897,3,1918,190,249
NM_205915,33900,7,2156,263,423
NM_135185,33900,6,2097,204,423
NM_001298746,33906,4,5308,271,57
NM_135191,33906,4,5718,271,467
NM_135193,33908,1,1105,101,83
NM_001103629,33910,8,2587,174,868
NM_164692,33910,9,3212,174,923
NM_135198,33913,3,1298,81,125
NM_001298748,33914,4,2595,229,905
NM_135199,33914,4,2672,229,982
NR_124121,19836100,1,583,0,0
NM_001298749,33918,3,570,103,104
NM_135202,33918,3,729,103,263
NM_135203,33919,2,647,100,82
NM_135205,33921,1,2072,372,323
NM_001298751,33921,1,2385,372,636
NM_135208,33924,5,2110,339,604
NM_164694,33924,5,2058,287,604
NM_164695,33924,5,1941,170,604
NR_124122,19835190,1,367,0,0
NM_001103631,5740402,8,1777,11,251
NM_164697,33930,7,4521,145,83
NM_001298755,33930,7,4661,145,241
NM_135214,33930,7,4679,145,241
NM_135216,33932,3,3391,75,334
NM_001298757,5740536,6,4306,3826,255
NM_001298758,33934,6,4306,486,466
NM_001103634,5740536,6,4002,3522,255
NM_078769,33934,6,4002,182,466
NM_001103633,5740536,2,706,265,216
NM_001316381,5740536,2,701,95,216
NM_135222,33943,2,1703,86,150
NM_001273226,249072,15,4466,203,618
NM_135223,249072,15,4466,203,657
NM_001273225,249072,16,4949,419,912
NM_164707,249072,15,4814,296,912
NM_001273224,249072,15,5970,415,2078
NM_135224,33946,5,3017,383,363
NM_135226,33948,2,1979,515,93
NM_001298759,33948,2,2722,515,836
NR_003757,5740852,1,79,0,0
NM_135229,33951,7,3135,652,650
NM_001273233,33951,6,1935,71,178
NM_164710,33951,6,2238,71,481
NM_001382112,12798580,2,341,111,62
NM_001258985,33955,4,1172,41,114
NM_135231,33955,4,1181,41,114
NR_073733,14462713,1,471,0,0
NM_001298763,33957,5,3744,666,837
NM_164716,33957,5,3361,283,837
NM_057866,33959,1,1552,107,209
NM_135235,33960,4,6472,104,77
NR_124125,19834861,2,1092,0,0
NR_124124,19834861,2,1272,0,0
NM_001258987,33962,13,5383,972,664
NM_001298764,33962,12,5007,596,664
NM_078772,33962,13,4776,365,664
NR_047913,12798581,1,91,0,0
NM_001273237,33964,1,2975,83,165
NM_135238,33964,1,3341,83,531
NM_001169426,33968,3,2137,280,591
NM_057521,33968,4,2993,376,1351
NM_001258990,33968,4,8240,372,6602
NM_001258989,33968,4,2943,326,1351
NM_164721,33968,4,2256,399,591
NM_001258988,33968,3,4789,303,3220
NM_001169427,33968,4,2110,253,591
NM_164720,33968,5,5830,378,4186
NM_001258991,12798583,2,372,130,89
NM_001316382,12798583,2,774,130,491
NM_057920,33974,10,3634,118,132
NM_080707,33976,3,1973,90,65
NM_135245,33978,2,1120,66,82
NM_001298767,33978,2,1218,66,180
NM_080038,44701,1,1392,98,121
NM_001298768,44701,1,1467,98,196
NR_124126,19835512,1,790,0,0
NM_001258996,12798298,1,542,65,279
NM_135248,33984,2,1272,100,92
NM_057325,33985,2,718,33,130
NM_135249,33987,4,1245,285,60
NM_001298771,33989,8,2623,244,2313
NM_001298772,33989,9,2561,180,2315
NM_001298773,33989,6,2453,176,2208
NM_001298775,33989,8,2484,180,2235
NM_164730,33989,6,2128,180,163
NM_001298774,33989,7,3145,244,2832
NM_135251,33989,5,2457,244,428
NM_164736,45683,6,4231,589,291
NM_080765,45683,6,5482,677,1454
NM_001258998,45683,5,5535,310,1454
NM_001259000,45683,5,5469,244,1454
NM_001258999,45683,4,3711,480,291
NM_164738,45683,4,3873,213,291
NM_164739,33991,4,1927,295,39
NM_078774,33991,5,4275,1039,944
NM_001042877,33991,5,5196,1039,1865
NM_144298,50428,2,427,100,87
NM_135253,33993,2,1513,0,4
NR_133068,26067507,2,463,0,0
NR_124128,19836012,1,2960,0,0
NR_133069,26067521,1,588,0,0
NM_135256,33999,8,1915,113,227
NM_001103640,33999,8,1928,113,237
NR_124131,19836172,2,470,0,0
NM_001273255,14462714,2,854,29,75
NM_001169429,319020,2,628,161,83
NM_164745,319020,2,555,88,83
NM_078778,34009,5,2919,433,1079
NM_001273259,34010,4,2837,1330,244
NM_135264,34010,4,2855,1330,262
NM_135265,34011,7,2375,654,269
NM_078779,34012,14,4843,180,157
NM_001273261,34012,10,3647,146,93
NM_164747,34012,10,3991,146,437
NM_001273260,34012,14,5295,146,1741
NM_135267,34014,3,2252,168,74
NM_001201780,34016,4,1156,103,162
NM_001298780,34016,4,1383,198,363
NM_135269,34016,4,1134,150,162
NM_164748,34016,3,1377,393,162
NM_001144334,34016,3,1137,153,162
NR_133070,26067516,1,227,0,0
NM_135270,34017,4,998,91,76
NM_001273262,34017,4,1123,91,201
NM_135272,34019,1,1321,46,423
NM_001259001,43928,6,2422,90,220
NM_135273,43928,8,2955,90,429
NM_001273263,43928,8,3302,90,776
NR_073735,14462718,2,1305,0,0
NR_073736,14462718,2,933,0,0
NR_047916,12798299,1,98,0,0
NR_047918,12798300,1,73,0,0
NM_135274,34021,7,2331,335,457
NM_001273264,34021,7,2078,199,457
NM_001273265,34021,7,2126,199,457
NM_001273266,34021,7,2147,199,457
NM_001273267,34021,7,2195,199,457
NM_164749,34021,8,1955,232,457
NM_164750,34023,8,1591,359,296
NM_001273268,34023,8,2204,359,909
NM_001273269,34023,8,1463,231,296
NM_135276,34023,8,1352,120,296
NM_164751,34023,8,1459,227,296
NM_001169430,34023,8,2870,1025,909
NM_001298781,34023,7,1313,81,296
NM_135278,34027,2,1087,139,288
NM_001273270,34027,2,1034,86,288
NM_164753,34029,2,1730,203,45
NM_135280,34029,4,1993,203,113
NR_073737,14462719,1,402,0,0
NR_133071,26067380,1,510,0,0
NM_001273280,34035,4,1186,11,38
NM_135284,34035,4,1248,11,100
NR_124133,19835073,1,321,0,0
NM_135285,34036,5,1821,82,203
NM_001273281,34037,6,2718,142,806
NM_135286,34037,6,2713,142,207
NR_124134,19835166,2,407,0,0
NR_124135,19835768,1,374,0,0
NM_164759,53515,5,3767,30,632
NM_164758,53515,10,6443,30,44
NM_164760,53515,5,3912,178,632
NM_144373,53515,10,6588,178,44
NM_001259002,12798301,3,678,113,253
NM_078783,34045,15,4928,342,176
NM_135291,34046,9,2069,146,150
NM_164765,34046,9,1860,81,150
NR_133072,26067391,1,401,0,0
NM_135298,34054,2,547,106,117
NR_124137,19835146,1,201,0,0
NM_135301,26067063,8,1837,161,350
NM_001298785,26067063,8,2036,161,549
NM_001316384,26067063,7,2435,95,549
NM_001382131,26067063,7,1604,0,350
NM_164770,26067063,4,1083,103,350
NM_001298786,34058,5,1619,148,637
NM_135302,34058,5,1643,148,637
NM_057431,34060,2,1262,33,170
NM_135303,34061,2,1026,170,10
NM_001298787,34061,2,1236,170,220
NM_135304,34062,4,2834,126,122
NR_124138,19835873,1,412,0,0
NM_001298791,34066,2,1356,356,64
NM_135308,34066,3,1785,263,586
NM_001169432,34066,2,1121,121,64
NM_057270,34068,5,6235,548,320
NM_164773,34068,5,5947,260,320
NM_001273285,34069,6,1995,118,467
NM_001273286,34069,6,2001,118,467
NM_001273287,34069,6,2612,570,467
NM_135310,34069,6,2238,196,467
NM_164774,34069,6,2646,604,467
NM_001298795,45959,4,3102,402,1770
NM_001298796,45959,4,1507,259,318
NM_057457,45959,4,2051,259,862
NM_135311,34072,1,811,87,112
NM_144379,53542,1,1060,44,258
NM_001298798,53542,1,3044,44,2242
NM_001042879,4379884,2,535,146,134
NM_164776,34086,5,1677,520,80
NM_135323,34086,4,1324,341,80
NM_001259004,34086,4,1264,281,80
NM_205923,34086,4,1256,273,80
NR_124141,19835095,2,1639,0,0
NM_001298805,34089,2,727,244,126
NM_135326,34089,2,650,167,126
NM_135330,34093,3,2797,340,126
NM_164778,34093,3,2601,217,77
NM_135332,34095,2,607,146,188
NM_001273291,34095,2,1022,146,603
NM_001259007,34096,6,2819,317,252
NM_001273292,34096,5,2738,317,252
NM_164781,34096,5,3003,513,297
NM_164779,34096,5,5135,317,2625
NM_135333,34096,5,3274,784,297
NM_164780,34096,5,3254,764,297
NM_001259008,34096,6,5366,497,2625
NM_135334,34097,3,655,43,81
NM_001298809,34099,5,9784,244,1278
NM_135336,34099,6,10201,244,1278
NM_057591,34102,2,983,76,232
NR_124142,19835516,1,249,0,0
NM_164782,318841,7,2859,487,1574
NM_164783,318841,7,2744,372,1574
NM_164784,318841,7,3068,696,1574
NM_164785,318841,7,10026,581,8647
NM_164786,318841,7,2792,420,1574
NM_164788,318841,7,3001,629,1574
NM_001273295,318841,8,8658,629,7228
NM_164787,318841,8,10170,725,8647
NM_164790,318841,10,8453,483,6023
NM_164789,318841,6,2933,561,1574
NM_135338,34105,2,1404,63,78
NM_001298811,34107,4,3215,1111,346
NM_135340,34107,4,2889,785,346
NM_001298813,318843,5,2365,264,487
NM_001273296,318843,9,3186,264,75
NM_164791,318842,2,690,19,77
NM_001298814,318843,4,2468,574,316
NM_164793,318843,5,2675,574,487
NM_001259009,318843,9,3496,574,75
NM_135342,34110,3,1846,260,68
NM_001042881,34112,30,9600,576,1008
NM_001169436,34112,30,9645,576,1008
NM_001201789,34112,29,9297,576,1008
NM_001201790,34112,28,9240,576,1008
NM_001273297,34112,29,9300,576,1008
NM_001273298,34112,28,9240,576,1008
NM_001273299,34112,27,9186,576,1008
NM_001273300,34112,29,10101,576,1008
NM_001316385,34112,31,10506,576,1008
NM_135344,34112,30,9389,515,1008
NM_164795,34112,30,9714,576,1008
NR_073739,14462721,1,2541,0,0
NM_135346,34115,5,1368,100,59
NM_001273302,34116,4,1566,161,301
NM_135347,34116,4,1500,90,297
NM_164798,34116,3,1565,90,371
NR_073740,14462722,3,2095,0,0
NM_135349,34118,5,3240,108,366
NM_057788,34120,2,536,99,104
NM_001273303,34122,4,787,175,135
NM_135351,34122,3,714,102,135
NM_001273304,34123,2,1011,373,125
NM_135352,34123,2,751,113,125
NM_135353,34124,2,928,71,62
NR_047923,12798304,2,320,0,0
NM_001316386,34129,3,825,181,134
NM_135356,34129,3,679,35,134
NR_073743,14462725,1,509,0,0
NM_001273316,34135,4,1546,112,213
NM_001273317,34135,5,1657,112,183
NM_078786,34135,5,1657,112,213
NM_135359,34136,1,1156,99,76
NM_135361,34138,3,1407,117,96
NM_135363,34140,5,4972,170,338
NM_135365,34142,2,888,81,438
NM_135367,34144,3,849,184,218
NM_164807,34144,3,848,183,218
NM_135368,34145,4,1608,153,891
NM_135369,34146,3,1061,234,68
NM_135370,34147,3,1237,185,242
NM_001298817,34147,3,2152,185,1157
NM_164808,319014,4,1884,121,95
NM_164809,49077,4,641,68,24
NM_001032054,2768940,8,2355,217,362
NM_001032055,2768940,8,2342,204,362
NM_001032056,2768940,7,2411,273,362
NM_001259015,2768940,8,2588,273,362
NM_001298819,2768940,8,2757,273,531
NM_001298821,34152,6,1473,328,122
NM_001298820,34152,6,2003,858,122
NM_164811,34152,6,1397,252,122
NM_135372,34152,5,1254,109,122
NM_135373,34153,1,1089,66,69
NM_135375,34155,4,1012,49,195
NM_135377,34158,2,733,95,38
NM_001201793,34158,2,681,43,38
NM_001201794,34160,7,2560,439,669
NM_001201795,34160,7,2510,389,669
NM_001201796,34160,7,2543,413,669
NM_001201797,34160,7,2484,366,669
NM_164812,34160,6,2430,246,669
NM_164814,34160,6,2693,572,669
NM_164815,34160,6,2635,514,669
NM_205935,34160,7,2534,413,669
NM_205936,34160,7,2531,413,669
NM_001201798,34160,4,2226,108,669
NM_164813,34160,4,2238,108,669
NR_001626,3772523,1,97,0,0
NR_124145,19835909,1,904,0,0
NM_135381,34164,1,1238,91,85
NM_135382,34165,2,984,23,106
NM_164817,319012,1,1172,55,115
NM_001316387,34167,7,3919,371,356
NM_164818,34167,7,4492,371,929
NM_175984,34170,5,3358,234,610
NM_058112,34170,6,2620,181,177
NM_001298822,34170,6,3053,181,610
NM_001298823,34170,5,2230,181,930
NM_001298824,34170,5,3354,230,610
NM_164820,34170,5,1959,230,610
NM_058111,34170,4,1867,138,610
NM_057298,3772329,1,592,100,105
NM_001032060,3772069,4,3950,207,32
NM_001032059,3772069,4,3845,102,32
NM_164821,319011,1,3369,196,155
NM_135388,34177,2,1984,122,185
NM_001273324,34177,2,2149,122,350
NM_001201801,34179,9,5093,356,456
NM_175990,246659,2,686,5,138
NM_001201800,34179,7,5120,929,456
NM_001273325,14462726,1,632,104,144
NR_047926,12798307,1,201,0,0
NM_135390,34180,3,1454,50,198
NM_001259016,12798308,2,564,87,138
NM_135394,34185,4,1478,57,140
NM_001273327,34187,2,1687,177,148
NM_135396,34187,2,1684,174,148
NM_001273326,34187,1,1540,30,148
NM_135397,34188,5,1718,27,119
NM_001273328,34188,5,1796,27,197
NM_057847,34189,4,2342,345,104
NM_001273329,34189,4,3198,345,960
NM_001273335,34191,5,1331,369,335
NM_135398,34191,6,2034,559,203
NM_164827,34191,6,1844,369,203
NM_164828,34191,4,1236,274,335
NM_164829,34191,5,1164,202,335
NM_001273334,34191,5,1749,274,203
NM_001201802,34192,23,9706,1282,5706
NM_135399,34192,22,9624,1076,5830
NM_001273336,34192,22,5679,1396,887
NM_164830,34192,22,5661,1396,1565
NM_001201803,34192,23,7980,1396,4103
NM_001273338,34192,21,7826,1396,3976
NM_001273337,34192,22,9751,1355,5933
NM_058156,34193,3,3373,163,129
NM_001259017,34193,2,3260,50,129
NM_135403,34197,2,765,87,18
NR_124147,19836107,2,1920,0,0
NM_135404,34198,2,1806,123,162
